Form,Temper,tensile_strength,Cu,Pb,Zn,Fe,P,Ag,As,O,Sb,Te,Ni,Bi,Cd,sn,S,Mn,Zr,Mg,Co,Al,Be,Cr,Si,Ti,Ca,Li,B,C
shapes,Spring,32,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Annealed,55,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,35,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/8 Hard,66,99.88,0.004,0,0,0,0,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,As Hot Rolled,38,99.5,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Spring,42,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,36,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,34,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,As Hot Rolled,57,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,50,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Nominal Grain Size 0.050 mm,34,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,As Hot Extruded,55,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,As Hot Rolled,32,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,48,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,32,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shapes,Hard,32,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shapes,Nominal Grain Size 0.050 mm,32,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shapes,Spring,40,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shapes,Nominal Grain Size 0.050 mm,32,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard,55,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard Drawn,35,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,"Light Drawn, Light Cold Rolled",66,99.88,0.004,0,0,0,0.054,0.012,0,0.003,0.025,0.05,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Noal Grain Size 0.025 mm,32,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pipe,Nominal Grain Size 0.050 mm,50,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,1/2 Hard,55,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Extra Spring,40,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Hard,34,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Hard,32,99.4,0.027,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strip,Noal Grain Size 0.025 mm,45,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strip,Spring,58,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strip,Hard-drawn Electrical Wire,45,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strip,1/2 Hard,51,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strip,1/2 Hard,32,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strip,1/2 Hard,59,99.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/8 Hard,116,99.97,0.1,0.1,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,38,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,42,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Noal Grain Size 0.015 mm,43,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,38,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,53,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,"Light Drawn, Light Cold Rolled",48,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,33,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/2 Hard,32,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/8 Hard,32,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Hard,40,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Noal Grain Size 0.035 mm,32,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,51,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,38,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/8 Hard,56,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard,33,99.9,0.008,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,43,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Noal Grain Size 0.015 mm,42,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,48,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,"Light Drawn, Light Cold Rolled",53,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,33,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/2 Hard,32,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,1/8 Hard,40,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Hard,32,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Noal Grain Size 0.035 mm,51,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,38,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,56,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/8 Hard,33,99.85,0.05,0,0,0.02,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,43,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,42,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Noal Grain Size 0.015 mm,38,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,48,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,"Light Drawn, Light Cold Rolled",53,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,33,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/2 Hard,32,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,1/8 Hard,40,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tube,Hard,32,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Noal Grain Size 0.035 mm,51,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,38,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/4 Hard,56,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,3/4 Hard,33,99.9,0,0,0,0.012,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,45,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Spring,40,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,48,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Noal Grain Size 0.015 mm,55,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,59,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,51,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,33,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/8 Hard,59,99.9,0,0,0,0.055,0,0,0,0,0.013,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Extra Hard,42,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,43,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,38,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,57,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,46,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,40,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Noal Grain Size 0.015 mm,48,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,42,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,1/4 Hard and Precipitation Heat Treated,53,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,33,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Precipitation Hardened,32,99.9,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
rod & bar,Solution Heat Treated,48,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
rod & bar,Solution Heat Treated and Cold Worked: 1/2 Hard,60,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
rod & bar,Solution Heat Treated and Cold Worked: Hard,30,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
rod & bar,1/2 Hard and Precipitation Heat Treated,29,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
rod & bar,Annealed,49,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
rod & bar,Hard and Precipitation Heat Treated,57,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
wire,Precipitation Hardened,53,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
wire,Solution Heat Treated,37,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard,76,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
wire,1/4 Hard,30,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
wire,3/4 Hard,29,99.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,47,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,Hard,42,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,Noal Grain Size 0.015 mm,51,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,Spring,63,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,Hard,57,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,38,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,1/4 Hard,68,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
products,Extra Spring,53,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,53,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Light Anneal,45,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Special Spring,72,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Spring,62,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Super Spring,40,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Anneal,75,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Hard,67,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
products,Annealed,80,99.75,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0
tube,Annealed,41.5,99.9,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
tube,Annealed,66,99.9,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
products,As Hot Extruded,69,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Hard,61,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Hard,52,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Hard,55,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Hard,74,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Annealed,88,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Annealed,73,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,Annealed,70,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Hard,57,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Hard,67,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Hard,59,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Annealed,57,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Annealed,72,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Hard,66,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
rod,Hard,62,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
wire,Hard,58,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
wire,Hard,66,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
wire,Annealed,52,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
wire,Annealed,87,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
wire,Annealed,72,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
wire,Annealed,88,99.62,0.01,0,0.01,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0
products,As Hot Extruded,74,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Hard,64,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Hard,70,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Hard,79,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Hard,62,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Annealed,95,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Annealed,78,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
products,Annealed,85,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,As Hot Extruded,67,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,As Hot Extruded,71,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,As Hot Extruded,77,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,Hard,67,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,Hard,64,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,Hard,76,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,Annealed,80,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,Annealed,70,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
rod,Annealed,74,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Hard,73,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Hard,69,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Hard,78,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Hard,85,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,As Hot Extruded,96,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Annealed,81,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Annealed,98,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
bar,Annealed,70,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,As Hot Extruded,76,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,As Hot Extruded,89,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Hard,84,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Hard,80,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Extra Spring,90,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Hard,83,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
products,Noal Grain Size 0.025 mm,72,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,60,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,35,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,64,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
